slide_id,fov_id,blob,bin,slide_density_mean,slide_density_std,predicted_density_score,predicted_density_label,predicted_overlap_score,predicted_overlap_label
RUB-72501771,202,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-202-RUB-72501771.png,1,0.1606,0.171,0.2341522418,sparser,0.2048511374,no rouleaux
RUB-72501771,275,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-275-RUB-72501771.png,1,0.1606,0.171,0.2520165045,sparser,0.2075279335,no rouleaux
RUB-72501771,166,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-166-RUB-72501771.png,1,0.1606,0.171,0.2735209681,sparser,0.2503676694,no rouleaux
RUB-72501771,146,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-146-RUB-72501771.png,1,0.1606,0.171,0.299143622,monolayer,0.2564785591,no rouleaux
RUB-72501771,40,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-040-RUB-72501771.png,1,0.1606,0.171,0.3021963055,monolayer,0.2555895958,no rouleaux
RUB-72501771,75,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-075-RUB-72501771.png,1,0.1606,0.171,0.3171816176,monolayer,0.2853324248,no rouleaux
RUB-72501771,293,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-293-RUB-72501771.png,1,0.1606,0.171,0.3406774539,monolayer,0.3127280019,no rouleaux
RUB-72501771,236,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-236-RUB-72501771.png,1,0.1606,0.171,0.3599028296,monolayer,0.3240493917,no rouleaux
RUB-72501771,57,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-057-RUB-72501771.png,1,0.1606,0.171,0.3762195755,monolayer,0.3282606499,no rouleaux
RUB-72501771,3,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-003-RUB-72501771.png,1,0.1606,0.171,0.3837632709,monolayer,0.3290031307,no rouleaux
RUB-72501771,274,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-274-RUB-72501771.png,1,0.1606,0.171,0.3889574713,monolayer,0.3462899443,no rouleaux
RUB-72501771,20,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-020-RUB-72501771.png,1,0.1606,0.171,0.4011194756,monolayer,0.3429410564,no rouleaux
RUB-72501771,254,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-254-RUB-72501771.png,1,0.1606,0.171,0.4138286876,monolayer,0.3576439968,no rouleaux
RUB-72501771,183,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-183-RUB-72501771.png,1,0.1606,0.171,0.4241348542,monolayer,0.394261561,slight rouleaux
RUB-72501771,109,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-109-RUB-72501771.png,1,0.1606,0.171,0.4488721017,slightly dense,0.403373931,slight rouleaux
RUB-72501771,273,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-273-RUB-72501771.png,1,0.1606,0.171,0.4629189707,slightly dense,0.4047421094,slight rouleaux
RUB-72501771,290,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-290-RUB-72501771.png,1,0.1606,0.171,0.4781336364,slightly dense,0.4151265989,slight rouleaux
